category,type,id_s,companny_name,products_href,href,last_price,actual_price
Shampoo,Perro,,MisterPet,,https://www.misterpet.pe/product/vetlinex-shampoo-avena-glicerina-500-ml,24.7,21.0
Snacks,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-care-mini-gf-puppy-lamb-2-kg,,95.0
Platos y Bebederos,Gato,,MisterPet,,https://www.misterpet.pe/product/brit-premium-by-nature-adult-small-3-kg,,64.0
Pañales,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-premium-by-nature-junior-small-3-kg,,64.0
Snacks,Perro,,MisterPet,,https://www.misterpet.pe/product/promo-pro-plan-exigent-dog-small-breed-3-kg-snack-beggin-de-tocino-y-queso,105.0,99.75
Alimento Humedo,Perro,,MisterPet,,https://www.misterpet.pe/product/monge-canine-puppy-cordero-y-arroz-2-5-kg,83.0,74.7
Alimento Seco,Perro,,MisterPet,,https://www.misterpet.pe/product/pack-brit-premium-by-nature-junior-medium-15-kg-1-lata-de-profine-de-salmon-y-pollo-de-400-gr,,245.0
Alimento  Seco Medicado,Perro,,MisterPet,,https://www.misterpet.pe/product/monge-canine-puppy-salmon-y-arroz-2-5-kg,83.0,74.7
Snacks,Perro,,MisterPet,,https://www.misterpet.pe/product/pro-plan-sensitive-skin-razas-pequenas-3-kg,105.0,99.75
Antipulgas,Perro,,MisterPet,,https://www.misterpet.pe/product/rivolta-12-x-1-unid-5-1-hasta-10-kg,36.0,32.4
Snacks,Perro,,MisterPet,,https://www.misterpet.pe/product/hills-sd-adult-small-mini-2-kg,95.0,85.5
Fajas,Gato,,MisterPet,,https://www.misterpet.pe/product/veter-pets-fajas-post-operatoria-para-macho-talla-xs,,42.0
Alimento Humedo,Perro,,MisterPet,,https://www.misterpet.pe/product/monge-canine-adult-salmon-light-2-5-kg,83.0,74.7
Shampoo,Perro,,MisterPet,,https://www.misterpet.pe/product/mio-cane-super-premium-adulto-light-4-kg,75.0,71.25
Juguetes,Gato,,MisterPet,,https://www.misterpet.pe/product/pro-plan-sensitive-skin-razas-medianas-y-grandes-3-kg,105.0,94.5
Juguetes,Perro,,MisterPet,,https://www.misterpet.pe/product/pro-plan-cachorro-razas-medianas-3-kg,105.0,99.75
Juguetes,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-care-mini-gf-puppy-lamb-2-kg,,95.0
Limpieza y Aseo,Perro,,MisterPet,,https://www.misterpet.pe/product/mio-cane-super-premium-piel-sensible-4-kg,85.0,80.75
Snacks,Gato,,MisterPet,,https://www.misterpet.pe/product/monge-canine-puppy-cordero-y-arroz-2-5-kg,83.0,74.7
Collares,Perro,,MisterPet,,https://www.misterpet.pe/product/equilibrio-alimento-para-perro-adulto-light-small-breeds-2-kg,77.0,69.3
Alimento  Seco Medicado,Perro,,MisterPet,,https://www.misterpet.pe/product/monge-canine-adult-extra-small-salmon-y-arroz-2-5-kg,83.0,74.7
Snacks,Perro,,MisterPet,,https://www.misterpet.pe/product/promo-pro-plan-sensitive-skin-razas-pequenas-3-kg-snack-beggin-de-tocino-y-carne,105.0,99.75
Alimento Seco,Gato,,MisterPet,,https://www.misterpet.pe/product/equilibrio-alimento-para-perro-cachorro-small-breeds-2-kg,82.0,73.8
Alimento Seco,Perro,,MisterPet,,https://www.misterpet.pe/product/equilibrio-puppies-todas-las-razas-2-kg,76.5,68.85
